Code,Name,Market,SecuGroup,ListingDate,DelistingDate,Reason,Industry,ToSymbol,ToName,source
00622018,제주은행 27R,KOSPI,신주인수권증서,2018-10-19,2018-10-26,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0895901A,제주항공 13R,KOSPI,신주인수권증서,2020-07-22,2020-07-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0895901B,제주항공 15R,KOSPI,신주인수권증서,2021-09-30,2021-10-08,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0895901C,제주항공 16R,KOSPI,신주인수권증서,2022-10-18,2022-10-25,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
034380,조선맥주,KOSPI,주권,1956-10-01,1960-11-26,상장폐지유예기간종료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
004820,조인에너지,KOSPI,주권,1990-06-04,2010-04-15,자본전액잠식,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
0184701B,조일알미늄 14R,KOSPI,신주인수권증서,2021-11-24,2021-12-01,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
720011KB,조흥 HY LC3,KOSPI,수익증권,2000-01-31,2000-11-14,,,040280,SH자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
720011KC,조흥HYJC3,KOSPI,수익증권,2000-02-23,2000-12-22,,,040280,SH자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
720021KC,조흥HYJC4,KOSPI,수익증권,2000-02-23,2000-12-22,,,040280,SH자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
720031KC,조흥HYJC5,KOSPI,수익증권,2000-02-23,2000-12-22,,,040280,SH자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
720041KC,조흥HYJC6,KOSPI,수익증권,2000-02-23,2000-12-22,,,040280,SH자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
720051KC,조흥HYJC7,KOSPI,수익증권,2000-02-23,2000-12-22,,,040280,SH자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
720011L1,조흥뉴HY12M001,KOSPI,수익증권,2000-04-21,2001-01-23,,,040280,SH자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
000010,조흥은행,KOSPI,주권,1956-03-03,2004-07-02,지주회사의 완전자회사화(지주회사 신규상장),은행,,,FinanceDataReader.StockListing(KRX-DELISTING)
000011KB,조흥은행1WR,KOSPI,신주인수권증권,2000-07-03,2002-10-23,신주인수권증권 행사기간 및 행사의 만료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
04438017,주연테크 9R,KOSPI,신주인수권증서,2017-11-28,2017-12-05,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
719016L6,주은뉴하이A2-1,KOSPI,수익증권,2000-08-31,2002-06-14,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719026L6,주은뉴하이A2-2,KOSPI,수익증권,2000-08-31,2002-06-22,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719036L6,주은뉴하이A2-3,KOSPI,수익증권,2000-08-31,2002-06-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719016LC,주은뉴하이A2-4,KOSPI,수익증권,2001-02-27,2002-07-15,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719011KC,주은하이일드C1,KOSPI,수익증권,2000-02-01,2000-12-08,,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719031KC,주은하이일드C1-2,KOSPI,수익증권,2000-02-01,2000-12-27,,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719041KC,주은하이일드C1-3,KOSPI,수익증권,2000-02-01,2000-12-28,,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719011L1,주은하이일드C1-4,KOSPI,수익증권,2000-02-01,2001-01-06,,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719021L1,주은하이일드C1-5,KOSPI,수익증권,2000-02-01,2001-01-09,,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719031L1,주은하이일드C1-6,KOSPI,수익증권,2000-02-01,2001-01-10,,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719041L1,주은하이일드C1-7,KOSPI,수익증권,2000-04-11,2001-01-25,,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719011KB,주은하이일드P1,KOSPI,수익증권,2000-02-01,2000-11-22,,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719021KC,주은하이일드P1-2,KOSPI,수익증권,2000-02-01,2000-12-09,,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
719011L2,주은후순위채C3-1,KOSPI,수익증권,2000-05-18,2003-02-24,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047210,케이비자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
027460,주택은행,KOSPI,주권,1996-03-07,2001-11-09,해산 사유 발생,은행,,,FinanceDataReader.StockListing(KRX-DELISTING)
027465,주택은행(1우B),KOSPI,주권,2000-01-21,2001-11-09,해산 사유 발생,은행,,,FinanceDataReader.StockListing(KRX-DELISTING)
027467,주택은행(2우B),KOSPI,주권,2000-01-21,2001-11-09,해산 사유 발생,은행,,,FinanceDataReader.StockListing(KRX-DELISTING)
027469,주택은행(3우B),KOSPI,주권,2000-01-21,2001-11-09,해산 사유 발생,은행,,,FinanceDataReader.StockListing(KRX-DELISTING)
003840,중    원,KOSPI,주권,1989-09-08,1999-10-02,상장폐지유예기간종료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
950070,중국고섬,KOSPI,주식예탁증권,2011-01-25,2013-10-04,감사의견 의견거절,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
900050,중국원양자원,KOSPI,외국주권,2009-05-22,2017-09-27,감사의견 의견거절,기타금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
015110,중앙건설,KOSPI,주권,1994-11-05,2012-12-11,보통주 주가수준미달,건설,,,FinanceDataReader.StockListing(KRX-DELISTING)
005600,중앙제지,KOSPI,주권,1990-03-09,2005-01-06,최종부도발생,종이·목재,,,FinanceDataReader.StockListing(KRX-DELISTING)
005605,중앙제지(1우B),KOSPI,주권,2001-08-10,2005-01-06,최종부도발생,종이·목재,,,FinanceDataReader.StockListing(KRX-DELISTING)
008990,중앙종금,KOSPI,주권,1974-09-09,2001-02-10,해산 사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
028610,중원전자,KOSPI,주권,1988-07-28,1994-06-13,상장폐지유예기간종료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
094950,지비베트남1,KOSPI,투자회사,2007-05-08,2011-01-05,해산 사유 발생,기타금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
00125016,지에스글로벌 43R,KOSPI,신주인수권증서,2016-05-17,2016-05-24,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
01058016,지코 11R,KOSPI,신주인수권증서,2016-10-07,2016-10-14,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
006240,진도물산,KOSPI,주권,1988-10-05,1998-12-24,해산 사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
000085,진로(1우),KOSPI,주권,1989-08-31,2003-01-10,감사의견 의견거절,음식료·담배,000080,하이트진로,FinanceDataReader.StockListing(KRX-DELISTING)
004730,진로식품,KOSPI,주권,1973-08-24,2000-01-29,상장폐지유예기간종료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
004735,진로식품(1우),KOSPI,주권,1995-04-21,2000-01-29,상장폐지유예기간종료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
002910,진성레미컨,KOSPI,주권,1994-09-16,1998-12-11,해산 사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
00378013,진양산업 32R,KOSPI,신주인수권증서,2013-04-22,2013-04-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0106401G,진양폴리 12R,KOSPI,신주인수권증서,2026-02-02,2026-02-09,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
1002501G,진양홀딩스 5R,KOSPI,신주인수권증서,2026-02-09,2026-02-19,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0516301C,진양화학 6R,KOSPI,신주인수권증서,2022-07-21,2022-07-28,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0516301E,진양화학 7R,KOSPI,신주인수권증서,2024-10-10,2024-10-17,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
2724501A,진에어 4R,KOSPI,신주인수권증서,2020-10-08,2020-10-16,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
2724501B,진에어 5R,KOSPI,신주인수권증서,2021-10-18,2021-10-25,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
004330,진영산업,KOSPI,주권,1976-12-28,1994-12-23,상장폐지유예기간종료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
004335,진영산업우,KOSPI,주권,1976-12-28,1980-11-27,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
01100017,진원생명과학 33R,KOSPI,신주인수권증서,2017-10-25,2017-11-01,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
01100019,진원생명과학 36R,KOSPI,신주인수권증서,2019-12-30,2020-01-08,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0110001A,진원생명과학 39R,KOSPI,신주인수권증서,2020-06-08,2020-06-15,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0110001B,진원생명과학 49R,KOSPI,신주인수권증서,2021-10-28,2021-11-04,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
01100014,진원생명과학18R,KOSPI,신주인수권증서,2014-09-22,2014-09-29,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
007200,진흥저축은행,KOSPI,주권,1985-04-09,2012-10-17,자본전액잠식,기타금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
001490,천지산업,KOSPI,주권,1976-12-24,2004-10-22,자본전액잠식,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
011510,청구,KOSPI,주권,1994-08-12,2002-04-20,감사의견 의견거절,건설,,,FinanceDataReader.StockListing(KRX-DELISTING)
015080,청솔종금,KOSPI,주권,1988-10-29,1998-07-15,해산 사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
012600,청호ICT,KOSPI,주권,1990-07-10,2025-05-27,"기업의 계속성, 경영의 투명성 및 기타 공익과 투자자 보호 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",기계·장비,,,FinanceDataReader.StockListing(KRX-DELISTING)
012605,청호컴퓨터(1우),KOSPI,주권,1994-11-22,1996-10-22,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
016490,청화상공,KOSPI,주권,1989-01-31,1994-10-13,상장폐지유예기간종료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
03325015,체시스 7R,KOSPI,신주인수권증서,2015-11-11,2015-11-18,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0332501A,체시스 8R,KOSPI,신주인수권증서,2020-12-24,2021-01-05,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
007240,충북은행,KOSPI,주권,1974-03-30,1999-05-21,해산 사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
005510,충청은행,KOSPI,주권,1972-06-26,1999-02-25,해산 사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
005330,카스코,KOSPI,주권,1989-05-30,2007-06-20,해산 사유 발생,운송장비·부품,,,FinanceDataReader.StockListing(KRX-DELISTING)
73801A72,칸서스노을연료전지,KOSPI,수익증권,2017-04-21,2020-02-25,수익증권 신탁기간의 만료 또는 전액 중도 환수,,082410,칸서스,FinanceDataReader.StockListing(KRX-DELISTING)
738017T4,칸서스사할린,KOSPI,수익증권,2007-06-27,2011-01-05,존속기간 만료,,082410,칸서스,FinanceDataReader.StockListing(KRX-DELISTING)
004620,캠브리지코오롱,KOSPI,주권,1988-05-19,2011-05-17,해산 사유 발생,섬유·의류,,,FinanceDataReader.StockListing(KRX-DELISTING)
028560,케니상사,KOSPI,주권,1991-02-19,1994-06-13,상장폐지유예기간종료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
011050,케드콤,KOSPI,주권,1988-09-01,2010-07-22,감사의견 의견거절,전기·전자,,,FinanceDataReader.StockListing(KRX-DELISTING)
008540,케이비물산,KOSPI,주권,1990-01-16,2012-06-08,감사의견 의견거절,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
0085421W,케이비물산 1WR,KOSPI,신주인수권증권,2009-09-21,2011-11-08,주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권),,,,FinanceDataReader.StockListing(KRX-DELISTING)
00854010,케이비물산31R,KOSPI,신주인수권증서,2011-03-28,2011-04-04,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
149130,케이비부국위탁리츠,KOSPI,부동산투자회사,2012-06-12,2015-03-02,감사의견 부적정,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
0089702F,케이비아이동양철관 45R,KOSPI,신주인수권증서,2025-11-18,2025-11-25,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
011400,케이씨오에너지,KOSPI,주권,1991-02-12,2010-05-20,최종부도발생,운송장비·부품,,,FinanceDataReader.StockListing(KRX-DELISTING)
1196501C,케이씨코트렐 8R,KOSPI,신주인수권증서,2022-12-02,2022-12-09,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
00746012,케이아이씨 13R,KOSPI,신주인수권증서,2012-05-10,2012-05-17,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
101790,케이알제2호,KOSPI,부동산투자회사,2008-05-08,2012-04-17,자본잠식(자본금의 50/100이상 잠식) 2년 계속,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
009690,케이엠에이치,KOSPI,주권,1990-01-29,2009-05-13,감사의견 의견거절,전기·전자,,,FinanceDataReader.StockListing(KRX-DELISTING)
009400,케이와이씨,KOSPI,주권,1988-09-05,1994-12-23,상장폐지유예기간종료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0922201D,케이이씨 14R,KOSPI,신주인수권증서,2023-06-02,2023-06-12,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
10907016,케이지피20R,KOSPI,신주인수권증서,2016-10-19,2016-10-26,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
064420,케이피케미칼,KOSPI,주권,2002-06-21,2013-01-15,해산 사유 발생,화학,,,FinanceDataReader.StockListing(KRX-DELISTING)
3571201E,코람코라이프인프라리츠 5R,KOSPI,신주인수권증서,2024-09-12,2024-09-24,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
3571201C,코람코에너지리츠 3R,KOSPI,신주인수권증서,2022-04-01,2022-04-08,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
73400006,코레이트하이일드공모주만기형2호 A,KOSPI,수익증권,2025-02-14,2026-02-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,044430,코레이트자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
73400007,코레이트하이일드공모주만기형2호 A-e,KOSPI,수익증권,2025-02-14,2026-02-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,044430,코레이트자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
73400001,코레이트하이일드공모주만기형증권1호A,KOSPI,수익증권,2023-11-03,2024-11-22,수익증권 신탁기간의 만료 또는 전액 중도 환수,,044430,코레이트자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
73400002,코레이트하이일드공모주만기형증권1호A-e,KOSPI,수익증권,2023-11-03,2024-11-22,수익증권 신탁기간의 만료 또는 전액 중도 환수,,044430,코레이트자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
73400003,코레이트하이일드공모주투게더증권A,KOSPI,수익증권,2024-05-24,2025-06-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,044430,코레이트자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
73400004,코레이트하이일드공모주투게더증권A-e,KOSPI,수익증권,2024-05-24,2025-06-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,044430,코레이트자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
73400005,코레이트하이일드공모주투게더증권A2,KOSPI,수익증권,2024-05-24,2025-06-27,수익증권 신탁기간의 만료 또는 전액 중도 환수,,044430,코레이트자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
090970,코리아01호,KOSPI,선박투자회사,2006-07-21,2017-04-25,감사의견 의견거절,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
090980,코리아02호,KOSPI,선박투자회사,2006-07-21,2017-04-25,감사의견 의견거절,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
090990,코리아03호,KOSPI,선박투자회사,2006-07-21,2017-04-25,감사의견 의견거절,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
091000,코리아04호,KOSPI,선박투자회사,2006-07-21,2017-04-25,감사의견 의견거절,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
093400,코리아05호,KOSPI,선박투자회사,2007-01-22,2013-04-10,감사의견 의견거절,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
093410,코리아06호,KOSPI,선박투자회사,2007-01-22,2013-04-10,감사의견 의견거절,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
099210,코리아07호,KOSPI,선박투자회사,2008-01-07,2013-04-10,감사의견 의견거절,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
00781013,코리아써키트 18R,KOSPI,신주인수권증서,2013-05-10,2013-05-20,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
152330,코리아오토글라스,KOSPI,주권,2015-12-29,2020-12-18,해산 사유 발생,비금속,,,FinanceDataReader.StockListing(KRX-DELISTING)
19282016,코스맥스 2R,KOSPI,신주인수권증서,2016-11-29,2016-12-06,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
1928201B,코스맥스3R,KOSPI,신주인수권증서,2021-06-03,2021-06-10,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
00507019,코스모신소재 35R,KOSPI,신주인수권증서,2019-10-07,2019-10-15,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0050701D,코스모신소재 38R,KOSPI,신주인수권증서,2023-10-20,2023-10-27,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
00542019,코스모화학 27R,KOSPI,신주인수권증서,2019-11-18,2019-11-25,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0054201C,코스모화학 29R,KOSPI,신주인수권증서,2022-05-25,2022-06-02,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0054201D,코스모화학 31R,KOSPI,신주인수권증서,2023-09-26,2023-10-10,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
034190,코스파이더,KOSPI,투자회사,1999-02-09,2001-03-14,해산 사유 발생,기타금융,,,FinanceDataReader.StockListing(KRX-DELISTING)
071955,코아스웰1우B,KOSPI,주권,2007-04-20,2011-05-26,종목별 상장폐지신청,기타제조,071950,코아스,FinanceDataReader.StockListing(KRX-DELISTING)
0020221W,코오롱 4WR,KOSPI,신주인수권증권,2009-03-04,2012-01-27,신주인수권증권 행사기간 및 행사의 만료,,002020,코오롱,FinanceDataReader.StockListing(KRX-DELISTING)
002027,코오롱2우B,KOSPI,주권,1999-05-28,2009-05-26,,화학,,,FinanceDataReader.StockListing(KRX-DELISTING)
138490,코오롱ENP,KOSPI,주권,2011-06-15,2026-04-16,해산 사유 발생,화학,,,FinanceDataReader.StockListing(KRX-DELISTING)
003079,코오롱건설(3우B),KOSPI,주권,2002-05-31,2006-05-25,종목별 상장폐지신청,건설,003070,코오롱글로벌,FinanceDataReader.StockListing(KRX-DELISTING)
0030721N,코오롱건설1WR,KOSPI,신주인수권증권,2002-07-09,2007-05-18,신주인수권증권 행사기간 및 행사의 만료,,003070,코오롱글로벌,FinanceDataReader.StockListing(KRX-DELISTING)
00307210,코오롱글로벌 2WR,KOSPI,신주인수권증권,2010-10-06,2013-08-19,신주인수권증권 행사기간 및 행사의 만료,,003070,코오롱글로벌,FinanceDataReader.StockListing(KRX-DELISTING)
0030701C,코오롱글로벌 42PR,KOSPI,신주인수권증서,2022-11-16,2022-11-23,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
144620,코오롱머티리얼,KOSPI,주권,2012-04-05,2021-11-05,지주회사(최대주주등)의 완전자회사화 등,화학,,,FinanceDataReader.StockListing(KRX-DELISTING)
450140,코오롱모빌리티그룹,KOSPI,주권,2023-01-31,2026-01-07,지주회사(최대주주등)의 완전자회사화 등,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
45014K,코오롱모빌리티그룹우,KOSPI,주권,2023-01-31,2026-01-07,지주회사(최대주주등)의 완전자회사화 등,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
022520,코오롱아이넷,KOSPI,주권,2011-07-19,2012-01-11,해산 사유 발생,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
011020,코오롱유화,KOSPI,주권,1988-07-06,2007-06-15,해산 사유 발생,화학,,,FinanceDataReader.StockListing(KRX-DELISTING)
12011213,코오롱인더 3WR,KOSPI,신주인수권증권,2013-10-23,2018-09-05,신주인수권증권 행사기간 및 행사의 만료,,120110,코오롱인더,FinanceDataReader.StockListing(KRX-DELISTING)
12011210,코오롱인더스트리 2WR,KOSPI,신주인수권증권,2010-02-01,2012-01-27,신주인수권증권 행사기간 및 행사의 만료,,120110,코오롱인더,FinanceDataReader.StockListing(KRX-DELISTING)
063510,코오롱인터,KOSPI,주권,2001-12-24,2006-07-21,해산 사유 발생,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
063515,코오롱인터(1우),KOSPI,주권,2001-12-24,2006-07-21,해산 사유 발생,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
029220,코오롱종합전기,KOSPI,주권,1976-05-01,1985-12-07,해산 사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
029020,코오롱포리에스타,KOSPI,주권,1975-06-23,1981-11-21,해산 사유 발생,,,,FinanceDataReader.StockListing(KRX-DELISTING)
13849016,코오롱플라스틱 3R,KOSPI,신주인수권증서,2016-05-24,2016-05-31,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
026870,코원에너지서비스,KOSPI,주권,1995-12-21,2012-11-15,신청에 의한 상장폐지,전기·가스,,,FinanceDataReader.StockListing(KRX-DELISTING)
067910,코크렙1,KOSPI,부동산투자회사,2002-05-30,2007-05-10,해산 사유 발생,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
121550,코크렙15호,KOSPI,부동산투자회사,2010-01-29,2015-10-16,매출액 미달 2년 계속,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
086720,코크렙7호,KOSPI,부동산투자회사,2005-11-11,2010-12-29,존속기간 만료,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
090540,코크렙8호,KOSPI,부동산투자회사,2006-06-15,2015-01-16,해산 사유 발생,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
070540,코크렙II,KOSPI,부동산투자회사,2002-11-11,2005-09-15,해산 사유 발생,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
073530,코크렙III,KOSPI,부동산투자회사,2003-08-29,2008-08-08,해산 사유 발생,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
03182018,콤텍시스템 6R,KOSPI,신주인수권증서,2018-02-22,2018-03-02,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
03182019,콤텍시스템 7R,KOSPI,신주인수권증서,2019-09-23,2019-09-30,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
0318201B,콤텍시스템 8R,KOSPI,신주인수권증서,2021-07-28,2021-08-04,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
015265,큐엔텍코리아(1우),KOSPI,주권,1989-06-09,2000-08-28,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
702017QA,클래스1특별자산1,KOSPI,수익증권,2004-12-10,2007-01-24,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047150,하나자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
71201B97,키움히어로즈미국물류부동산1호,KOSPI,수익증권,2019-07-24,2026-01-19,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047230,키움투자자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
000510,태    화,KOSPI,주권,1974-06-28,1999-05-25,자본전액잠식,,,,FinanceDataReader.StockListing(KRX-DELISTING)
019300,태림페이퍼,KOSPI,주권,1995-08-18,2016-08-11,신청에 의한 상장폐지,종이·목재,,,FinanceDataReader.StockListing(KRX-DELISTING)
013070,태양이앤테크,KOSPI,주권,1988-09-09,1999-01-16,영업활동정지 6월 계속,,,,FinanceDataReader.StockListing(KRX-DELISTING)
011940,태영판지,KOSPI,주권,1989-11-06,1999-10-27,상장폐지유예기간종료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
017320,태일정밀,KOSPI,주권,1989-06-05,2001-04-26,공시서류 미제출(반기보고서) 후 차기보고서 미제출,전기·전자,,,FinanceDataReader.StockListing(KRX-DELISTING)
017325,태일정밀(1우),KOSPI,주권,1989-12-23,2001-04-26,공시서류 미제출(반기보고서) 후 차기보고서 미제출,전기·전자,,,FinanceDataReader.StockListing(KRX-DELISTING)
007490,태창기업,KOSPI,주권,1976-12-28,2010-05-13,감사의견 의견거절,섬유·의류,,,FinanceDataReader.StockListing(KRX-DELISTING)
029140,태창목재공업,KOSPI,주권,1975-12-27,1983-06-15,상장폐지유예기간종료,,,,FinanceDataReader.StockListing(KRX-DELISTING)
028460,태평양건설,KOSPI,주권,1977-06-09,1991-10-05,영업활동정지 6월 계속,,,,FinanceDataReader.StockListing(KRX-DELISTING)
00798013,태평양물산 12R,KOSPI,신주인수권증서,2013-10-18,2013-10-28,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
016570,태평양제약,KOSPI,주권,1988-09-22,2013-03-15,신청에 의한 상장폐지,제약,,,FinanceDataReader.StockListing(KRX-DELISTING)
016575,태평양제우,KOSPI,주권,1989-10-13,2013-03-15,신청에 의한 상장폐지,제약,,,FinanceDataReader.StockListing(KRX-DELISTING)
015880,태화쇼핑,KOSPI,주권,1994-11-05,2001-09-22,회사정리절차 폐지 결정,유통,,,FinanceDataReader.StockListing(KRX-DELISTING)
016680,태흥피혁,KOSPI,주권,1988-05-02,1999-10-27,회사정리절차 개시 신청 기각,,,,FinanceDataReader.StockListing(KRX-DELISTING)
2144201B,토니모리 5R,KOSPI,신주인수권증서,2021-12-01,2021-12-08,,,,,FinanceDataReader.StockListing(KRX-DELISTING)
012580,톰보이,KOSPI,주권,1988-09-01,2010-07-30,최종부도발생,섬유·의류,,,FinanceDataReader.StockListing(KRX-DELISTING)
140890,트러스제7호,KOSPI,부동산투자회사,2011-09-30,2019-05-07,해산 사유 발생,일반서비스,,,FinanceDataReader.StockListing(KRX-DELISTING)
712021KC,트윈스 06-1 I,KOSPI,수익증권,2000-01-31,2000-06-17,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047230,키움투자자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
712021KB,트윈스 12-1 I,KOSPI,수익증권,2000-01-31,2000-11-14,,,047230,키움투자자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
712011KB,트윈스 12-1 R,KOSPI,수익증권,2000-01-31,2001-12-31,수익증권 신탁기간의 만료 또는 전액 중도 환수,,047230,키움투자자산운용,FinanceDataReader.StockListing(KRX-DELISTING)
